chrom	start	end	direction	in_ATAC	has_activity	in_STARR_seq	n_ATAC	n_STARR_seq
chr1	3175030	3175552	Repressing	False	False	True	0	2
chr1	3192897	3193189	Activating	True	True	False	2	0
chr1	3240805	3241533	Activating	False	False	True	0	2
chr1	3312906	3313588	Activating	False	False	True	0	2
chr1	3321992	3322821	Activating	True	True	True	1	2
chr1	3349078	3350053	Activating	True	True	True	1	2
chr1	3404464	3405699	Activating	True	True	False	2	0
chr1	3442368	3442820	Repressing	True	True	False	2	0
chr1	3453839	3455152	Repressing	True	True	False	2	0
chr1	3491090	3492028	Repressing	True	True	False	2	0
chr1	3500184	3500572	Repressing	True	True	False	2	0
chr1	3530965	3532058	Repressing	True	True	False	2	0
chr1	3542010	3542353	Activating	True	True	False	2	0
chr1	3567048	3567890	Repressing	True	True	False	2	0
chr1	3575216	3576395	Activating	True	True	True	1	2
chr1	3604112	3604984	Activating	True	True	True	2	1
chr1	3613462	3613935	Activating	True	True	True	1	2
chr1	3624461	3624892	Activating	False	False	True	0	2
chr1	3668698	3669425	Repressing	True	True	False	2	0
chr1	3676377	3677349	Repressing	True	True	False	2	0
chr1	3687536	3687809	Repressing	True	True	False	2	0
chr1	3727177	3728120	Repressing	True	True	False	2	0
chr1	3795789	3796733	Activating	True	True	True	2	1
chr1	3821514	3821961	Activating	True	True	False	2	0
chr1	3857002	3857528	Repressing	False	False	True	0	2
chr1	3880383	3881692	Activating	True	True	True	1	2
chr1	3900052	3901432	Activating	False	False	True	0	2
chr1	3921893	3922871	Activating	True	True	False	2	0
chr1	3948242	3948879	Activating	False	False	True	0	2
chr1	4132654	4133235	Activating	False	False	True	0	2
chr1	4177392	4178011	Activating	True	True	False	2	0
chr1	4344002	4344959	Activating	False	False	True	0	2
chr1	4390960	4391748	Repressing	False	False	True	0	2
chr1	4482045	4482561	Activating	True	True	False	2	0
chr1	4652543	4653198	Mixed	True	True	True	2	1
chr1	4659224	4660060	Activating	False	False	True	0	2
chr1	4691991	4692337	Repressing	True	True	False	2	0
chr1	4726659	4727257	Activating	False	False	True	0	2
chr1	4768461	4768876	Activating	True	True	True	1	2
chr1	4805965	4806545	Activating	False	False	True	0	2
chr1	4963172	4963968	Activating	False	False	True	0	2
chr1	5037685	5038220	Activating	False	False	True	0	2
chr1	5097607	5097996	Activating	False	False	True	0	2
chr1	5123721	5124374	Activating	False	False	True	0	2
chr1	5243963	5245118	Activating	False	False	True	0	2
chr1	5304704	5305746	Activating	True	True	False	2	0
chr1	5333160	5333858	Activating	False	False	True	0	2
chr1	5361291	5361848	Activating	False	False	True	0	2
chr1	5397164	5397814	Activating	False	False	True	0	2
chr1	5451698	5451961	Activating	True	True	False	2	0
chr1	5459498	5459860	Repressing	False	False	True	0	2
chr1	5646100	5646725	Activating	True	True	True	1	2
chr1	5686800	5687380	Activating	False	False	True	0	2
chr1	5713312	5713872	Activating	False	False	True	0	2
chr1	5827867	5828667	Mixed	True	True	True	2	1
chr1	5846795	5847782	Repressing	True	True	False	2	0
chr1	5856348	5856926	Activating	True	True	False	2	0
chr1	5885404	5886268	Activating	True	True	True	2	1
chr1	5917352	5918194	Activating	True	True	True	2	1
chr1	5982910	5983736	Activating	True	True	False	2	0
chr1	6044975	6045797	Activating	False	False	True	0	2
chr1	6075777	6076255	Activating	True	True	True	1	2
chr1	6135046	6135487	Activating	False	False	True	0	2
chr1	6157385	6158174	Activating	True	True	True	2	1
chr1	6162800	6163053	Repressing	True	True	False	2	0
chr1	6199224	6200072	Activating	False	False	True	0	2
chr1	6235295	6236388	Activating	True	True	True	2	1
chr1	6245076	6246236	Repressing	True	True	False	2	0
chr1	6313307	6313676	Activating	True	True	True	1	2
chr1	6317413	6317671	Activating	True	True	False	2	0
chr1	6343152	6343919	Repressing	True	True	False	2	0
chr1	6348344	6348855	Activating	False	False	True	0	2
chr1	6359229	6360363	Repressing	True	True	False	2	0
chr1	6385661	6386831	Activating	True	True	False	2	0
chr1	6424058	6424405	Repressing	True	True	False	2	0
chr1	6438081	6438505	Repressing	True	True	False	2	0
chr1	6445172	6445426	Repressing	True	True	False	2	0
chr1	6447811	6448050	Repressing	True	True	False	2	0
chr1	6456872	6457538	Repressing	True	True	False	2	0
chr1	6464443	6464831	Repressing	True	True	False	2	0
chr1	6475231	6475836	Repressing	True	True	False	2	0
chr1	6497202	6497904	Repressing	True	True	False	2	0
chr1	6553695	6554858	Activating	True	True	True	2	1
chr1	6572718	6573019	Repressing	True	True	False	2	0
chr1	6601000	6601512	Activating	False	False	True	0	2
chr1	6603743	6604335	Activating	False	False	True	0	2
chr1	6613094	6613892	Activating	False	False	True	0	2
chr1	6624664	6625478	Activating	False	False	True	0	2
chr1	6634065	6635457	Repressing	True	True	False	2	0
chr1	6653154	6653756	Activating	False	False	True	0	2
chr1	6662503	6662819	Activating	True	True	False	2	0
chr1	6701318	6702227	Activating	False	False	True	0	2
chr1	6723921	6724378	Activating	True	True	True	1	2
chr1	6765718	6765922	Activating	True	True	False	2	0
chr1	6784288	6785062	Activating	False	False	True	0	2
chr1	6852400	6852954	Activating	False	False	True	0	2
chr1	6911100	6911548	Activating	True	True	True	1	2
chr1	6938778	6939069	Activating	True	True	False	2	0
chr1	6948839	6949523	Activating	False	False	True	0	2
chr1	6958023	6958950	Activating	False	False	True	0	2
chr1	6970986	6971831	Activating	False	False	True	0	2
chr1	7012310	7012917	Activating	True	True	False	2	0
chr1	7060207	7060379	Activating	True	True	False	2	0
chr1	7224809	7225048	Repressing	True	True	False	2	0
chr1	7235926	7236795	Activating	True	True	False	2	0
chr1	7372421	7372999	Activating	True	True	False	2	0
chr1	7433347	7433935	Activating	False	False	True	0	2
chr1	7456597	7457045	Repressing	True	True	False	2	0
chr1	7470798	7471311	Activating	False	False	True	0	2
chr1	7537891	7538389	Activating	True	True	True	1	2
chr1	7572742	7573076	Repressing	True	True	False	2	0
chr1	7586085	7586562	Activating	False	False	True	0	2
chr1	7608554	7609445	Activating	True	True	True	2	1
chr1	7629379	7629833	Activating	True	True	True	1	2
chr1	7641054	7641957	Repressing	True	True	False	2	0
chr1	7770659	7771577	Activating	True	True	True	2	1
chr1	7789282	7789624	Activating	False	False	True	0	2
chr1	7810370	7810718	Activating	True	True	True	1	2
chr1	7827065	7827756	Activating	True	True	True	2	1
chr1	7864203	7864545	Repressing	False	False	True	0	2
chr1	7885324	7886254	Repressing	True	True	False	2	0
chr1	7940726	7941742	Activating	True	True	True	1	2
chr1	7953812	7954581	Activating	True	True	True	2	1
chr1	7961215	7962182	Activating	False	False	True	0	2
chr1	7981443	7982764	Repressing	True	True	False	2	0
chr1	8016626	8016910	Repressing	True	True	False	2	0
chr1	8078150	8078535	Activating	True	True	False	2	0
chr1	8121775	8123111	Activating	True	True	False	2	0
chr1	8197517	8198271	Activating	True	True	True	2	1
chr1	8211692	8212518	Activating	True	True	True	2	1
chr1	8218412	8219082	Activating	False	False	True	0	2
chr1	8297346	8297599	Activating	True	True	False	2	0
chr1	8315889	8316105	Repressing	True	True	False	2	0
chr1	8388796	8389442	Activating	True	True	True	2	1
chr1	8525255	8526268	Activating	True	True	True	2	1
chr1	8555023	8555365	Repressing	False	False	True	0	2
chr1	8592220	8592575	Repressing	True	True	False	2	0
chr1	8665897	8666237	Repressing	True	True	False	2	0
chr1	8873613	8873888	Activating	True	True	False	2	0
chr1	8877826	8879559	Activating	True	True	True	1	2
chr1	8897715	8898251	Repressing	False	False	True	0	2
chr1	8899622	8900965	Activating	True	True	True	1	2
chr1	8947109	8947618	Activating	True	True	True	1	2
chr1	8962388	8963373	Repressing	True	True	False	2	0
chr1	9077966	9078380	Activating	False	False	True	0	2
chr1	9110621	9111444	Repressing	True	True	False	2	0
chr1	9128710	9129939	Repressing	True	True	False	2	0
chr1	9145181	9145551	Activating	False	False	True	0	2
chr1	9150863	9151695	Activating	False	False	True	0	2
chr1	9163319	9164550	Activating	True	True	True	2	1
chr1	9273420	9273626	Repressing	True	True	False	2	0
chr1	9275313	9276033	Activating	False	False	True	0	2
chr1	9281685	9282268	Repressing	True	True	False	2	0
chr1	9289732	9290748	Activating	False	False	True	0	2
chr1	9300055	9300597	Activating	False	False	True	0	2
chr1	9428480	9429592	Activating	True	True	True	1	2
chr1	9444107	9445057	Activating	False	False	True	0	2
chr1	9687107	9687641	Activating	False	False	True	0	2
chr1	9717118	9718095	Activating	True	True	True	2	1
chr1	9718925	9719552	Activating	False	False	True	0	2
chr1	9724717	9725364	Repressing	True	True	False	2	0
chr1	9737169	9737379	Activating	True	True	False	2	0
chr1	9793259	9794224	Repressing	True	True	False	2	0
chr1	9942950	9943698	Activating	False	False	True	0	2
chr1	10032477	10033245	Activating	True	True	True	2	1
chr1	10183990	10184346	Repressing	True	True	False	2	0
chr1	10312020	10312572	Repressing	True	True	False	2	0
chr1	10339726	10340131	Activating	True	True	False	2	0
chr1	10374466	10374681	Activating	True	True	False	2	0
chr1	10414818	10415843	Activating	True	True	True	2	1
chr1	10428130	10428347	Repressing	True	True	False	2	0
chr1	10430152	10430731	Repressing	False	False	True	0	2
chr1	10472321	10472839	Activating	False	False	True	0	2
chr1	10474643	10475809	Activating	True	True	True	1	2
chr1	10510592	10511403	Activating	True	True	True	2	1
chr1	10556058	10556833	Activating	False	False	True	0	2
chr1	10567762	10568218	Activating	False	False	True	0	2
chr1	10639697	10640084	Repressing	False	False	True	0	2
chr1	10648987	10649215	Repressing	True	True	False	2	0
chr1	10679605	10680101	Repressing	True	True	False	2	0
chr1	10693690	10695311	Repressing	True	True	False	2	0
chr1	10739119	10739509	Repressing	True	True	False	2	0
chr1	10747703	10747975	Repressing	True	True	False	2	0
chr1	10796349	10796989	Repressing	True	True	False	2	0
chr1	10899894	10900694	Activating	True	True	True	2	1
chr1	10941295	10941474	Repressing	True	True	False	2	0
chr1	10965544	10965989	Activating	True	True	False	2	0
chr1	11012041	11013275	Activating	False	False	True	0	2
chr1	11032031	11032561	Repressing	True	True	False	2	0
chr1	11059500	11060445	Activating	True	True	True	2	1
chr1	11099518	11100061	Activating	False	False	True	0	2
chr1	11262506	11262985	Activating	False	False	True	0	2
chr1	11273119	11273896	Activating	False	False	True	0	2
chr1	11384234	11384588	Activating	False	False	True	0	2
chr1	11407628	11407909	Activating	True	True	True	1	2
chr1	11447995	11449010	Activating	True	True	True	2	1
chr1	11572073	11572827	Repressing	True	True	False	2	0
chr1	11579993	11580431	Activating	False	False	True	0	2
chr1	11609032	11609737	Activating	False	False	True	0	2
chr1	11625694	11626099	Repressing	True	True	False	2	0
chr1	11680357	11681573	Activating	True	True	True	2	1
chr1	11693737	11694405	Repressing	True	True	False	2	0
chr1	11719290	11719907	Activating	True	True	True	2	1
chr1	11764130	11764680	Repressing	True	True	False	2	0
chr1	11784724	11785654	Repressing	True	True	False	2	0
chr1	11796288	11796772	Activating	True	True	False	2	0
chr1	11797657	11798250	Activating	False	False	True	0	2
chr1	11805410	11806360	Activating	True	True	True	2	1
chr1	11841968	11842981	Activating	True	True	True	1	2
chr1	11875108	11875462	Activating	True	True	False	2	0
chr1	11901474	11901796	Repressing	True	True	False	2	0
chr1	11926296	11926694	Activating	False	False	True	0	2
chr1	11979977	11980660	Activating	False	False	True	0	2
chr1	12079230	12079898	Repressing	True	True	False	2	0
chr1	12081576	12082219	Activating	False	False	True	0	2
chr1	12095809	12096874	Activating	True	True	True	1	2
chr1	12118617	12119078	Repressing	True	True	False	2	0
chr1	12161477	12162442	Activating	True	True	True	2	1
chr1	12174963	12175739	Activating	False	False	True	0	2
chr1	12218215	12219031	Activating	True	True	True	2	1
chr1	12229747	12230230	Activating	False	False	True	0	2
chr1	12265896	12266464	Activating	True	True	False	2	0
chr1	12422547	12422981	Activating	True	True	False	2	0
chr1	12433062	12434589	Activating	True	True	True	1	2
chr1	12448123	12449333	Activating	True	True	True	2	1
chr1	12460742	12461487	Activating	True	True	False	2	0
chr1	12472759	12473249	Activating	True	True	False	2	0
chr1	12478042	12478628	Activating	False	False	True	0	2
chr1	12480852	12481342	Activating	True	True	False	2	0
chr1	12510394	12511165	Activating	False	False	True	0	2
chr1	12528214	12528873	Activating	True	True	True	2	1
chr1	12541440	12542016	Activating	False	False	True	0	2
chr1	12573866	12574166	Activating	True	True	False	2	0
chr1	12595959	12596239	Activating	True	True	False	2	0
chr1	12601933	12602374	Activating	True	True	False	2	0
chr1	12604115	12604897	Activating	True	True	True	1	2
chr1	12609489	12610005	Repressing	True	True	False	2	0
chr1	12647964	12648646	Activating	False	False	True	0	2
chr1	12665374	12666820	Activating	True	True	True	1	2
chr1	12719019	12719371	Repressing	True	True	False	2	0
chr1	12745084	12745958	Activating	False	False	True	0	2
chr1	12810315	12811506	Activating	False	False	True	0	2
chr1	12851470	12852152	Activating	False	False	True	0	2
chr1	13139560	13140590	Activating	False	False	True	0	2
chr1	13220909	13221213	Activating	True	True	False	2	0
chr1	13228168	13228902	Repressing	True	True	False	2	0
chr1	13417010	13417533	Activating	False	False	True	0	2
chr1	13433014	13433745	Activating	False	False	True	0	2
chr1	13524010	13524472	Activating	False	False	True	0	2
chr1	13646603	13647362	Activating	False	False	True	0	2
chr1	13699965	13700922	Activating	True	True	False	2	0
chr1	13748956	13749421	Activating	False	False	True	0	2
chr1	13813537	13814111	Activating	True	True	False	2	0
chr1	13869316	13869674	Activating	True	True	False	2	0
chr1	13968382	13968809	Activating	False	False	True	0	2
chr1	14053295	14053770	Activating	False	False	True	0	2
chr1	14182683	14183442	Activating	False	False	True	0	2
chr1	14319431	14319864	Activating	False	False	True	0	2
chr1	14345998	14346598	Activating	True	True	True	2	1
chr1	14419741	14420594	Activating	False	False	True	0	2
chr1	14421931	14422674	Activating	False	False	True	0	2
chr1	14435484	14436095	Activating	False	False	True	0	2
chr1	14436805	14437513	Activating	True	True	False	2	0
chr1	14443340	14443868	Activating	False	False	True	0	2
chr1	14479797	14480261	Activating	False	False	True	0	2
chr1	14522902	14523178	Repressing	True	True	False	2	0
chr1	14571660	14572221	Activating	True	True	True	2	1
chr1	14594116	14594572	Activating	True	True	False	2	0
chr1	14629426	14629876	Activating	True	True	False	2	0
chr1	14656650	14657073	Activating	False	False	True	0	2
chr1	14677837	14678413	Activating	False	False	True	0	2
chr1	14767141	14767466	Repressing	True	True	False	2	0
chr1	14776382	14778202	Activating	True	True	True	2	1
chr1	14785185	14785514	Activating	True	True	True	1	2
chr1	14808952	14809383	Activating	False	False	True	0	2
chr1	14825870	14826678	Activating	True	True	False	2	0
chr1	14881490	14882608	Activating	True	True	True	2	1
chr1	14884695	14885055	Activating	False	False	True	0	2
chr1	14897038	14897455	Activating	True	True	False	2	0
chr1	15099826	15100871	Repressing	True	True	False	2	0
chr1	15171346	15171867	Activating	True	True	False	2	0
chr1	15218307	15218926	Activating	True	True	False	2	0
chr1	15247038	15247599	Repressing	True	True	False	2	0
chr1	15260151	15261038	Activating	True	True	True	2	1
chr1	15286539	15286747	Repressing	True	True	False	2	0
chr1	15290349	15290866	Activating	False	False	True	0	2
chr1	15311921	15312146	Activating	True	True	False	2	0
chr1	15340292	15340806	Activating	True	True	False	2	0
chr1	15345787	15346338	Activating	False	False	True	0	2
chr1	15352439	15352927	Activating	False	False	True	0	2
chr1	15417026	15417890	Activating	True	True	True	2	1
chr1	15432704	15433222	Activating	True	True	False	2	0
chr1	15464089	15464691	Activating	True	True	True	2	1
chr1	15526449	15527044	Activating	False	False	True	0	2
chr1	15543341	15544070	Activating	False	False	True	0	2
chr1	15588111	15588687	Activating	True	True	True	1	2
chr1	15603297	15603976	Repressing	False	False	True	0	2
chr1	15617122	15617838	Activating	False	False	True	0	2
chr1	15749370	15749647	Repressing	True	True	False	2	0
chr1	15785057	15785440	Repressing	False	False	True	0	2
chr1	15795026	15795523	Activating	False	False	True	0	2
chr1	15803421	15803841	Repressing	True	True	False	2	0
chr1	15834305	15835306	Activating	True	True	True	2	1
chr1	15886105	15886663	Activating	False	False	True	0	2
chr1	15893228	15894173	Activating	True	True	False	2	0
chr1	15897647	15898217	Activating	False	False	True	0	2
chr1	15951322	15951932	Repressing	True	True	False	2	0
chr1	15952524	15953168	Activating	False	False	True	0	2
chr1	15975819	15976372	Activating	False	False	True	0	2
chr1	16009094	16009811	Activating	False	False	True	0	2
chr1	16012991	16013658	Activating	False	False	True	0	2
chr1	16026356	16027474	Repressing	True	True	False	2	0
chr1	16042169	16042412	Repressing	True	True	False	2	0
chr1	16054137	16054522	Activating	True	True	False	2	0
chr1	16073091	16074165	Repressing	True	True	False	2	0
chr1	16076042	16076341	Activating	True	True	False	2	0
chr1	16113045	16113492	Repressing	True	True	False	2	0
chr1	16146050	16147012	Activating	False	False	True	0	2
chr1	16175581	16176187	Repressing	True	True	False	2	0
chr1	16217008	16217901	Repressing	True	True	False	2	0
chr1	16248669	16249280	Activating	False	False	True	0	2
chr1	16266467	16266973	Activating	False	False	True	0	2
chr1	16349919	16350466	Activating	False	False	True	0	2
chr1	16352139	16352829	Activating	False	False	True	0	2
chr1	16366832	16368082	Activating	True	True	True	1	2
chr1	16440186	16441186	Activating	True	True	True	2	1
chr1	16461578	16463091	Repressing	True	True	False	2	0
chr1	16475633	16477221	Repressing	True	True	False	2	0
chr1	16498714	16500194	Repressing	True	True	False	2	0
chr1	16519079	16519765	Activating	True	True	True	2	1
chr1	16600741	16601850	Repressing	False	False	True	0	1
chr1	16602401	16603006	Activating	True	True	False	2	0
chr1	16630159	16630564	Repressing	True	True	False	2	0
chr1	16631315	16631589	Repressing	True	True	False	2	0
chr1	16639160	16639660	Repressing	True	True	False	2	0
chr1	16644017	16645673	Repressing	False	False	True	0	2
chr1	16656473	16657988	Repressing	True	True	False	2	0
chr1	16666993	16667553	Activating	False	False	True	0	2
chr1	16674838	16675325	Activating	True	True	False	2	0
chr1	16696477	16696950	Repressing	True	True	False	2	0
chr1	16703189	16703619	Repressing	True	True	False	2	0
chr1	16709641	16710097	Repressing	True	True	False	2	0
chr1	16735412	16735829	Mixed	True	True	True	1	2
chr1	16740123	16741210	Activating	True	True	False	2	0
chr1	16748640	16749113	Repressing	False	False	True	0	2
chr1	16765156	16767152	Activating	True	True	True	1	2
chr1	16871103	16871565	Repressing	False	False	True	0	2
chr1	16890601	16891002	Activating	False	False	True	0	2
chr1	16904599	16905103	Repressing	False	False	True	0	2
chr1	16945389	16946135	Repressing	True	True	False	2	0
chr1	16986864	16987445	Repressing	True	True	False	2	0
chr1	17047498	17048240	Repressing	True	True	False	2	0
chr1	17053825	17054687	Activating	False	False	True	0	2
chr1	17062776	17063206	Activating	False	False	True	0	2
chr1	17149848	17150050	Repressing	True	True	False	2	0
chr1	17161344	17161795	Activating	False	False	True	0	2
chr1	17207728	17208544	Activating	False	False	True	0	2
chr1	17248673	17249255	Activating	True	True	True	2	1
chr1	17265307	17265723	Repressing	True	True	False	2	0
chr1	17309806	17310580	Activating	True	True	False	2	0
chr1	17339222	17339453	Repressing	True	True	False	2	0
chr1	17370671	17371040	Repressing	True	True	False	2	0
chr1	17425764	17426687	Repressing	True	True	False	2	0
chr1	17441332	17441971	Activating	True	True	False	2	0
chr1	17569243	17570091	Activating	False	False	True	0	2
chr1	17574607	17574824	Repressing	True	True	False	2	0
chr1	17671706	17672157	Repressing	True	True	False	2	0
chr1	17754661	17755438	Activating	True	True	True	1	2
chr1	17913232	17913789	Activating	False	False	True	0	2
chr1	17919916	17920186	Repressing	True	True	False	2	0
chr1	17984412	17984975	Activating	True	True	False	2	0
chr1	18149079	18149579	Repressing	True	True	False	2	0
chr1	18530871	18531383	Activating	False	False	True	0	2
chr1	18579040	18579658	Activating	True	True	False	2	0
chr1	18676262	18676827	Activating	True	True	False	2	0
chr1	18728011	18728212	Repressing	True	True	False	2	0
chr1	18743307	18743585	Repressing	True	True	False	2	0
chr1	18807138	18807792	Activating	True	True	True	2	1
chr1	18908602	18909631	Activating	True	True	False	2	0
chr1	18918475	18918686	Repressing	True	True	False	2	0
chr1	18926551	18926940	Activating	True	True	False	2	0
chr1	18955829	18957540	Repressing	True	True	False	2	0
chr1	19003288	19004089	Activating	True	True	True	1	2
chr1	19027963	19028359	Repressing	True	True	False	2	0
chr1	19081200	19082357	Activating	True	True	True	2	1
chr1	19113155	19114129	Activating	True	True	False	2	0
chr1	19151505	19151887	Activating	True	True	False	2	0
chr1	19169463	19170791	Activating	True	True	True	1	2
chr1	19209693	19210623	Activating	False	False	True	0	2
chr1	19251358	19251992	Activating	False	False	True	0	2
chr1	19264717	19265063	Activating	False	False	True	0	2
chr1	19311928	19312963	Activating	False	False	True	0	2
chr1	19315424	19315602	Activating	True	True	False	2	0
chr1	19338182	19338722	Activating	True	True	False	2	0
chr1	19390143	19391430	Activating	True	True	True	2	1
chr1	19407786	19408364	Activating	False	False	True	0	2
chr1	19426162	19427300	Activating	True	True	True	1	2
chr1	19508786	19509383	Activating	False	False	True	0	2
chr1	19525678	19526622	Activating	True	True	True	2	1
chr1	19580862	19581144	Repressing	True	True	False	2	0
chr1	19596580	19597711	Activating	False	False	True	0	2
chr1	19664711	19665175	Repressing	True	True	False	2	0
chr1	19694381	19694657	Repressing	True	True	False	2	0
chr1	19869793	19870444	Activating	True	True	True	2	1
chr1	19878063	19878879	Activating	True	True	True	2	1
chr1	19882133	19883104	Activating	True	True	False	2	0
chr1	19970013	19970477	Activating	True	True	False	2	0
chr1	19983843	19984114	Activating	True	True	True	1	2
chr1	20029319	20029922	Activating	True	True	False	2	0
chr1	20132186	20132873	Activating	False	False	True	0	2
