chrom	start	end	direction	in_ATAC	has_activity	in_STARR_seq	n_ATAC	n_STARR_seq
chr1	1000310	1001083	Activating	False	False	True	0	1
chr1	1001464	1002126	Repressing	True	True	False	1	0
chr1	1006366	1006964	Activating	False	False	True	0	1
chr1	1012903	1014605	Activating	True	True	True	1	1
chr1	1017424	1018348	Activating	False	False	True	0	1
chr1	1019185	1020996	Repressing	True	True	False	1	0
chr1	1021551	1022514	Activating	True	True	True	1	1
chr1	1039987	1041508	Repressing	True	True	False	1	0
chr1	1063716	1064766	Activating	True	True	True	1	1
chr1	1079360	1080707	Repressing	True	True	False	1	0
chr1	1091031	1092748	Repressing	True	True	False	1	0
chr1	1107044	1107869	Activating	False	False	True	0	1
chr1	1108491	1108908	Activating	False	False	True	0	1
chr1	1109474	1110373	Activating	True	True	False	1	0
chr1	1121934	1122563	Repressing	True	True	False	1	0
chr1	1144069	1145663	Activating	True	True	True	1	1
chr1	1156387	1156845	Repressing	True	True	False	1	0
chr1	1157123	1157278	Repressing	True	True	False	1	0
chr1	1167444	1168193	Repressing	True	True	False	1	0
chr1	1168961	1169130	Repressing	True	True	False	1	0
chr1	1169470	1170304	Repressing	True	True	False	1	0
chr1	1175507	1175718	Repressing	True	True	False	1	0
chr1	1179831	1180762	Repressing	True	True	False	1	0
chr1	1200677	1201839	Activating	True	True	True	1	1
chr1	1205054	1205424	Repressing	True	True	False	1	0
chr1	1207949	1208538	Activating	True	True	True	1	1
chr1	1208952	1209200	Repressing	True	True	False	1	0
chr1	1213594	1214226	Repressing	True	True	False	1	0
chr1	1215696	1216643	Repressing	True	True	False	1	0
chr1	1231137	1232579	Activating	True	True	True	1	1
chr1	1243872	1244706	Repressing	True	True	False	1	0
chr1	1272755	1274828	Activating	True	True	True	1	1
chr1	1281354	1281969	Repressing	True	True	False	1	0
chr1	1284900	1285372	Repressing	True	True	False	1	0
chr1	1285667	1285955	Repressing	True	True	False	1	0
chr1	1291090	1292157	Repressing	True	True	False	1	0
chr1	1299129	1299383	Repressing	True	True	False	1	0
chr1	1299975	1300513	Repressing	True	True	False	1	0
chr1	1307525	1308847	Activating	True	True	True	1	1
chr1	1324204	1325410	Activating	True	True	True	1	1
chr1	1330628	1331736	Repressing	True	True	False	1	0
chr1	1337456	1338204	Repressing	True	True	False	1	0
chr1	1344681	1345187	Activating	True	True	True	1	1
chr1	1351739	1352020	Repressing	True	True	False	1	0
chr1	1371931	1372363	Repressing	True	True	False	1	0
chr1	1374673	1375832	Activating	True	True	True	1	1
chr1	1383600	1385646	Repressing	True	True	False	1	0
chr1	1390689	1391139	Activating	True	True	False	1	0
chr1	1398246	1398459	Activating	True	True	False	1	0
chr1	1398850	1400467	Activating	True	True	True	1	1
chr1	1406372	1408035	Activating	True	True	True	1	1
chr1	1425551	1426233	Repressing	True	True	False	1	0
chr1	1426920	1427428	Repressing	True	True	False	1	0
chr1	1427500	1427845	Repressing	True	True	False	1	0
chr1	1435330	1436004	Repressing	True	True	False	1	0
chr1	1454064	1454648	Repressing	True	True	False	1	0
chr1	1455232	1456396	Repressing	True	True	False	1	0
chr1	1470627	1472728	Activating	True	True	True	1	1
chr1	1479212	1479720	Repressing	True	True	False	1	0
chr1	1479813	1480196	Repressing	True	True	False	1	0
chr1	1484664	1485322	Repressing	True	True	False	1	0
chr1	1495240	1497628	Repressing	True	True	False	1	0
chr1	1511428	1512879	Activating	True	True	True	1	1
chr1	1533296	1537125	Repressing	True	True	False	1	0
chr1	1543348	1544123	Repressing	True	True	False	1	0
chr1	1573843	1575507	Activating	True	True	True	1	1
chr1	1599607	1600449	Repressing	True	True	False	1	0
chr1	1614268	1614972	Activating	True	True	False	1	0
chr1	1615012	1616375	Activating	True	True	True	1	1
chr1	1625114	1625411	Repressing	True	True	False	1	0
chr1	1633176	1633815	Activating	True	True	True	1	1
chr1	1634485	1635438	Repressing	True	True	False	1	0
chr1	1646378	1646884	Activating	False	False	True	0	1
chr1	1647414	1648489	Activating	True	True	True	1	1
chr1	1658516	1659755	Activating	True	True	True	1	1
chr1	1692234	1693778	Activating	True	True	True	1	1
chr1	1700447	1701090	Activating	True	True	True	1	1
chr1	1714743	1716291	Activating	True	True	True	1	1
chr1	1723840	1725160	Activating	True	True	True	1	1
chr1	1745578	1747052	Activating	True	True	True	1	1
chr1	1753620	1754411	Activating	False	False	True	0	1
chr1	1889746	1890314	Activating	False	False	True	0	1
chr1	1899245	1899643	Repressing	True	True	False	1	0
chr1	1906786	1907727	Activating	True	True	True	1	1
chr1	1954696	1955495	Activating	True	True	True	1	1
chr1	1985268	1985615	Repressing	True	True	False	1	0
chr1	1989067	1989803	Repressing	True	True	False	1	0
chr1	1996027	1996778	Activating	True	True	True	1	1
chr1	2001622	2002187	Activating	True	True	True	1	1
chr1	2009019	2009720	Repressing	True	True	False	1	0
chr1	2019201	2019498	Repressing	True	True	False	1	0
chr1	2019628	2019861	Repressing	True	True	False	1	0
chr1	2046342	2046796	Repressing	True	True	False	1	0
chr1	2073041	2073882	Repressing	True	True	False	1	0
chr1	2088303	2088796	Activating	False	False	True	0	1
chr1	2160153	2161158	Repressing	True	True	False	1	0
chr1	2179965	2181064	Activating	True	True	True	1	1
chr1	2189225	2190249	Activating	True	True	False	1	0
chr1	2207218	2207647	Repressing	True	True	False	1	0
chr1	2212356	2213505	Activating	True	True	False	1	0
chr1	2229165	2229867	Repressing	True	True	False	1	0
chr1	2230394	2230572	Activating	True	True	False	1	0
chr1	2255219	2256667	Activating	True	True	True	1	1
chr1	2289661	2291631	Activating	True	True	True	1	1
chr1	2311180	2312776	Repressing	True	True	False	1	0
chr1	2327504	2328924	Repressing	True	True	False	1	0
chr1	2329845	2330437	Repressing	True	True	False	1	0
chr1	2345562	2345978	Repressing	True	True	False	1	0
chr1	2352864	2353195	Repressing	True	True	False	1	0
chr1	2368131	2368776	Repressing	True	True	False	1	0
chr1	2373553	2374262	Repressing	True	True	False	1	0
chr1	2381248	2382418	Repressing	True	True	False	1	0
chr1	2382482	2382894	Repressing	True	True	False	1	0
chr1	2391045	2392458	Activating	True	True	True	1	1
chr1	2406491	2406974	Repressing	True	True	False	1	0
chr1	2411938	2414684	Activating	True	True	True	1	1
chr1	2430112	2430505	Repressing	True	True	False	1	0
chr1	2459753	2460189	Repressing	True	True	False	1	0
chr1	2466984	2467830	Repressing	True	True	False	1	0
chr1	2467923	2468457	Repressing	True	True	False	1	0
chr1	2473502	2474239	Repressing	True	True	False	1	0
chr1	2474443	2475364	Repressing	True	True	False	1	0
chr1	2482701	2483718	Repressing	True	True	False	1	0
chr1	2504564	2505403	Repressing	True	True	False	1	0
chr1	2505589	2505802	Repressing	True	True	False	1	0
chr1	2505940	2508445	Repressing	True	True	False	1	0
chr1	2525581	2526972	Activating	True	True	False	1	0
chr1	2548569	2549226	Activating	True	True	True	1	1
chr1	2554946	2555335	Repressing	True	True	False	1	0
chr1	2561821	2562412	Repressing	True	True	False	1	0
chr1	2566300	2566511	Repressing	True	True	False	1	0
chr1	2577593	2578679	Activating	False	False	True	0	1
chr1	2595426	2596672	Repressing	True	True	False	1	0
chr1	2604732	2605177	Repressing	True	True	False	1	0
chr1	2610495	2611739	Repressing	True	True	False	1	0
chr1	2624647	2625384	Activating	True	True	True	1	1
chr1	2786195	2787083	Repressing	True	True	False	1	0
chr1	2787165	2787877	Repressing	True	True	False	1	0
chr1	2800631	2800894	Repressing	True	True	False	1	0
chr1	2813619	2814203	Activating	False	False	True	0	1
chr1	2839991	2840346	Activating	True	True	False	1	0
chr1	2867919	2868787	Repressing	True	True	False	1	0
chr1	2876641	2877228	Activating	False	False	True	0	1
chr1	2979130	2980049	Repressing	True	True	False	1	0
chr1	3017450	3017693	Activating	True	True	False	1	0
chr1	3065984	3066651	Repressing	True	True	False	1	0
chr1	3164864	3166096	Activating	False	False	True	0	1
chr1	3172379	3173133	Repressing	True	True	False	1	0
chr1	3175030	3175552	Activating	False	False	True	0	1
chr1	3192897	3193189	Activating	True	True	False	1	0
chr1	3240803	3241628	Activating	True	True	True	1	1
chr1	3312864	3313647	Activating	True	True	True	1	1
chr1	3321992	3322821	Activating	True	True	True	1	1
chr1	3349078	3350053	Activating	True	True	True	1	1
chr1	3404464	3405699	Activating	True	True	False	1	0
chr1	3414065	3415106	Repressing	True	True	False	1	0
chr1	3442368	3442820	Repressing	True	True	False	1	0
chr1	3452999	3453737	Repressing	True	True	False	1	0
chr1	3453839	3455152	Repressing	True	True	False	1	0
chr1	3477427	3478612	Repressing	True	True	False	1	0
chr1	3491090	3492028	Repressing	True	True	False	1	0
chr1	3497570	3497816	Repressing	True	True	False	1	0
chr1	3500184	3500572	Repressing	True	True	False	1	0
chr1	3501969	3502425	Repressing	True	True	False	1	0
chr1	3530965	3532058	Repressing	True	True	False	1	0
chr1	3542010	3542353	Activating	True	True	False	1	0
chr1	3567048	3567890	Repressing	True	True	False	1	0
chr1	3573365	3573738	Repressing	True	True	False	1	0
chr1	3575216	3576395	Activating	True	True	True	1	1
chr1	3580060	3580223	Repressing	True	True	False	1	0
chr1	3598752	3599130	Repressing	True	True	False	1	0
chr1	3604112	3605061	Activating	True	True	True	1	1
chr1	3611435	3611970	Repressing	True	True	False	1	0
chr1	3613462	3613935	Activating	True	True	True	1	1
chr1	3624461	3624892	Activating	False	False	True	0	1
chr1	3668698	3669425	Repressing	True	True	False	1	0
chr1	3676377	3677349	Repressing	True	True	False	1	0
chr1	3687536	3687809	Repressing	True	True	False	1	0
chr1	3717764	3718700	Repressing	True	True	False	1	0
chr1	3724297	3724716	Repressing	True	True	False	1	0
chr1	3727177	3728120	Repressing	True	True	False	1	0
chr1	3730152	3730497	Repressing	True	True	False	1	0
chr1	3772015	3773491	Repressing	True	True	False	1	0
chr1	3793508	3794207	Repressing	True	True	False	1	0
chr1	3795789	3797117	Activating	True	True	True	1	1
chr1	3810858	3811823	Repressing	True	True	False	1	0
chr1	3821514	3821961	Activating	True	True	False	1	0
chr1	3857002	3857528	Activating	False	False	True	0	1
chr1	3880383	3881692	Activating	True	True	True	1	1
chr1	3899616	3901585	Activating	True	True	True	1	1
chr1	3906205	3906410	Repressing	True	True	False	1	0
chr1	3910711	3911625	Repressing	True	True	False	1	0
chr1	3921893	3922871	Activating	True	True	False	1	0
chr1	3948242	3948879	Activating	False	False	True	0	1
chr1	4052740	4053329	Repressing	True	True	False	1	0
chr1	4132654	4133235	Activating	False	False	True	0	1
chr1	4161292	4162048	Repressing	True	True	False	1	0
chr1	4177192	4178085	Activating	True	True	True	1	1
chr1	4344002	4344959	Activating	False	False	True	0	1
chr1	4390960	4391748	Activating	False	False	True	0	1
chr1	4411719	4412273	Activating	False	False	True	0	1
chr1	4481898	4482626	Activating	True	True	True	1	1
chr1	4573532	4573987	Activating	False	False	True	0	1
chr1	4594268	4594836	Repressing	True	True	False	1	0
chr1	4652543	4653207	Activating	True	True	True	1	1
chr1	4659224	4660060	Activating	False	False	True	0	1
chr1	4684170	4684609	Activating	False	False	True	0	1
chr1	4691991	4692337	Repressing	True	True	False	1	0
chr1	4702817	4703277	Activating	False	False	True	0	1
chr1	4726625	4727547	Activating	True	True	True	1	1
chr1	4758526	4758927	Activating	False	False	True	0	1
chr1	4768461	4768876	Activating	True	True	True	1	1
chr1	4805965	4806545	Activating	False	False	True	0	1
chr1	4816565	4817066	Activating	False	False	True	0	1
chr1	4963172	4963968	Activating	False	False	True	0	1
chr1	5004387	5004854	Activating	False	False	True	0	1
chr1	5037685	5038220	Activating	False	False	True	0	1
chr1	5039978	5040535	Activating	False	False	True	0	1
chr1	5097607	5097996	Activating	False	False	True	0	1
chr1	5123721	5124374	Activating	False	False	True	0	1
chr1	5187080	5187843	Activating	False	False	True	0	1
chr1	5243963	5245118	Activating	False	False	True	0	1
chr1	5304671	5305746	Activating	True	True	True	1	1
chr1	5307128	5307666	Activating	False	False	True	0	1
chr1	5333160	5333858	Activating	False	False	True	0	1
chr1	5348774	5349275	Activating	False	False	True	0	1
chr1	5361291	5361848	Activating	False	False	True	0	1
chr1	5370250	5370670	Activating	False	False	True	0	1
chr1	5397164	5397814	Activating	False	False	True	0	1
chr1	5451698	5451961	Activating	True	True	False	1	0
chr1	5459498	5459860	Activating	False	False	True	0	1
chr1	5611059	5612323	Activating	False	False	True	0	1
chr1	5646100	5646911	Activating	True	True	True	1	1
chr1	5650377	5651262	Repressing	True	True	False	1	0
chr1	5686800	5687380	Activating	False	False	True	0	1
chr1	5713312	5713872	Activating	False	False	True	0	1
chr1	5827867	5828706	Activating	True	True	True	1	1
chr1	5846795	5847782	Repressing	True	True	False	1	0
chr1	5856307	5856926	Activating	True	True	True	1	1
chr1	5858888	5859208	Repressing	True	True	False	1	0
chr1	5879049	5879275	Activating	True	True	False	1	0
chr1	5885404	5886909	Activating	True	True	True	1	1
chr1	5888686	5888891	Activating	True	True	False	1	0
chr1	5917352	5918238	Activating	True	True	True	1	1
chr1	5982910	5983736	Activating	True	True	False	1	0
chr1	6044975	6045797	Activating	False	False	True	0	1
chr1	6052312	6053233	Repressing	True	True	False	1	0
chr1	6075777	6076255	Activating	True	True	True	1	1
chr1	6080669	6080936	Repressing	True	True	False	1	0
chr1	6099810	6100211	Repressing	True	True	False	1	0
chr1	6108896	6109534	Repressing	True	True	False	1	0
chr1	6135046	6135487	Activating	False	False	True	0	1
chr1	6157385	6158282	Activating	True	True	True	1	1
chr1	6161510	6162097	Repressing	True	True	False	1	0
chr1	6162800	6163053	Repressing	True	True	False	1	0
chr1	6198900	6200138	Activating	True	True	True	1	1
chr1	6209236	6209890	Repressing	True	True	False	1	0
chr1	6235295	6236648	Activating	True	True	True	1	1
chr1	6245076	6246236	Repressing	True	True	False	1	0
chr1	6259720	6261992	Repressing	True	True	False	1	0
chr1	6313307	6313676	Activating	True	True	True	1	1
chr1	6317413	6317671	Activating	True	True	False	1	0
chr1	6343152	6343919	Repressing	True	True	False	1	0
chr1	6347990	6348855	Activating	True	True	True	1	1
chr1	6359229	6360363	Repressing	True	True	False	1	0
chr1	6377944	6378800	Repressing	True	True	False	1	0
chr1	6385661	6386831	Activating	True	True	False	1	0
chr1	6395156	6395961	Activating	False	False	True	0	1
chr1	6423502	6423971	Repressing	True	True	False	1	0
chr1	6424058	6424405	Repressing	True	True	False	1	0
chr1	6438081	6438505	Repressing	True	True	False	1	0
chr1	6440003	6441075	Repressing	True	True	False	1	0
chr1	6445172	6445426	Repressing	True	True	False	1	0
chr1	6447811	6448050	Repressing	True	True	False	1	0
chr1	6448215	6448371	Repressing	True	True	False	1	0
chr1	6456872	6457538	Repressing	True	True	False	1	0
chr1	6464443	6464831	Repressing	True	True	False	1	0
chr1	6471281	6472052	Repressing	True	True	False	1	0
chr1	6474808	6475119	Repressing	True	True	False	1	0
chr1	6475231	6475836	Repressing	True	True	False	1	0
chr1	6480913	6481096	Repressing	True	True	False	1	0
chr1	6497202	6497904	Repressing	True	True	False	1	0
chr1	6508679	6509416	Repressing	True	True	False	1	0
chr1	6553695	6554924	Activating	True	True	True	1	1
chr1	6572718	6573019	Repressing	True	True	False	1	0
chr1	6600899	6601512	Activating	True	True	True	1	1
chr1	6603743	6604335	Activating	False	False	True	0	1
chr1	6613094	6613892	Activating	False	False	True	0	1
chr1	6624588	6626088	Activating	True	True	True	1	1
chr1	6634065	6635457	Repressing	True	True	False	1	0
chr1	6653154	6653756	Activating	False	False	True	0	1
chr1	6662503	6662819	Activating	True	True	False	1	0
chr1	6700889	6702426	Activating	True	True	True	1	1
chr1	6719849	6720478	Repressing	True	True	False	1	0
chr1	6723921	6724611	Activating	True	True	True	1	1
chr1	6765718	6765922	Activating	True	True	False	1	0
chr1	6784249	6786185	Activating	True	True	True	1	1
chr1	6852400	6852954	Activating	False	False	True	0	1
chr1	6911100	6911774	Activating	True	True	True	1	1
chr1	6917168	6917346	Repressing	True	True	False	1	0
chr1	6938533	6939106	Activating	True	True	True	1	1
chr1	6948839	6949523	Activating	False	False	True	0	1
chr1	6958023	6958950	Activating	False	False	True	0	1
chr1	6970986	6971831	Activating	False	False	True	0	1
chr1	6991180	6991670	Activating	False	False	True	0	1
chr1	7012310	7012917	Activating	True	True	False	1	0
chr1	7060165	7060840	Activating	True	True	True	1	1
chr1	7117369	7118144	Activating	True	True	False	1	0
chr1	7224809	7225048	Repressing	True	True	False	1	0
chr1	7235782	7236795	Activating	True	True	True	1	1
chr1	7267369	7268132	Activating	False	False	True	0	1
chr1	7372285	7373126	Activating	True	True	True	1	1
chr1	7401697	7402306	Activating	False	False	True	0	1
chr1	7426512	7427026	Activating	False	False	True	0	1
chr1	7433347	7433935	Activating	False	False	True	0	1
chr1	7456597	7457045	Repressing	True	True	False	1	0
chr1	7470798	7471311	Activating	False	False	True	0	1
chr1	7537891	7538536	Activating	True	True	True	1	1
chr1	7572742	7573076	Repressing	True	True	False	1	0
chr1	7586078	7586771	Activating	True	True	True	1	1
chr1	7608554	7609691	Activating	True	True	True	1	1
chr1	7616406	7616824	Repressing	True	True	False	1	0
chr1	7629379	7629956	Activating	True	True	True	1	1
chr1	7641054	7641957	Repressing	True	True	False	1	0
chr1	7646924	7647710	Repressing	True	True	False	1	0
chr1	7669349	7670101	Repressing	True	True	False	1	0
chr1	7703967	7705146	Repressing	True	True	False	1	0
chr1	7770659	7771973	Activating	True	True	True	1	1
chr1	7783419	7784423	Repressing	True	True	False	1	0
chr1	7789282	7789624	Activating	False	False	True	0	1
chr1	7810370	7810798	Activating	True	True	True	1	1
chr1	7827065	7828293	Activating	True	True	True	1	1
chr1	7864203	7864545	Activating	False	False	True	0	1
chr1	7869601	7870033	Activating	False	False	True	0	1
chr1	7885324	7886254	Repressing	True	True	False	1	0
chr1	7888215	7888836	Activating	False	False	True	0	1
chr1	7940726	7941742	Activating	True	True	True	1	1
chr1	7953812	7954653	Activating	True	True	True	1	1
chr1	7961080	7962232	Activating	True	True	True	1	1
chr1	7981443	7982764	Repressing	True	True	False	1	0
chr1	8016626	8016910	Repressing	True	True	False	1	0
chr1	8077647	8078066	Activating	True	True	False	1	0
chr1	8078150	8078535	Activating	True	True	False	1	0
chr1	8121775	8123111	Activating	True	True	False	1	0
chr1	8153243	8153933	Activating	False	False	True	0	1
chr1	8167223	8167610	Activating	True	True	False	1	0
chr1	8184872	8185346	Activating	False	False	True	0	1
chr1	8197517	8198416	Activating	True	True	True	1	1
chr1	8211692	8212522	Activating	True	True	True	1	1
chr1	8218218	8219154	Activating	True	True	True	1	1
chr1	8231708	8232852	Activating	True	True	False	1	0
chr1	8297346	8297599	Activating	True	True	False	1	0
chr1	8314183	8314984	Repressing	True	True	False	1	0
chr1	8315889	8316105	Repressing	True	True	False	1	0
chr1	8329447	8330957	Repressing	True	True	False	1	0
chr1	8388796	8389555	Activating	True	True	True	1	1
chr1	8443618	8444153	Repressing	True	True	False	1	0
chr1	8525255	8526336	Activating	True	True	True	1	1
chr1	8545009	8545409	Activating	False	False	True	0	1
chr1	8555023	8555365	Activating	False	False	True	0	1
chr1	8592220	8592575	Repressing	True	True	False	1	0
chr1	8665897	8666237	Repressing	True	True	False	1	0
chr1	8829467	8830116	Repressing	True	True	False	1	0
chr1	8873286	8874090	Activating	True	True	True	1	1
chr1	8877826	8879559	Activating	True	True	True	1	1
chr1	8880107	8880426	Activating	True	True	False	1	0
chr1	8897715	8898251	Activating	False	False	True	0	1
chr1	8898508	8898869	Activating	False	False	True	0	1
chr1	8899622	8900965	Activating	True	True	True	1	1
chr1	8947109	8947621	Activating	True	True	True	1	1
chr1	8962388	8963373	Repressing	True	True	False	1	0
chr1	8983661	8983861	Repressing	True	True	False	1	0
chr1	9077966	9078380	Activating	False	False	True	0	1
chr1	9099579	9099881	Activating	True	True	False	1	0
chr1	9110621	9111444	Repressing	True	True	False	1	0
chr1	9128710	9129939	Repressing	True	True	False	1	0
chr1	9144939	9145577	Activating	True	True	True	1	1
chr1	9150394	9151878	Activating	True	True	True	1	1
chr1	9163319	9164550	Activating	True	True	True	1	1
chr1	9207062	9207595	Activating	False	False	True	0	1
chr1	9249392	9250668	Repressing	True	True	False	1	0
chr1	9273420	9273626	Repressing	True	True	False	1	0
chr1	9275160	9276121	Activating	True	True	True	1	1
chr1	9281685	9282268	Repressing	True	True	False	1	0
chr1	9289732	9290748	Activating	False	False	True	0	1
chr1	9299841	9301014	Activating	True	True	True	1	1
chr1	9382936	9383144	Activating	True	True	False	1	0
chr1	9400447	9401256	Repressing	True	True	False	1	0
chr1	9428480	9429592	Activating	True	True	True	1	1
chr1	9443939	9445057	Activating	True	True	True	1	1
chr1	9626587	9627560	Repressing	True	True	False	1	0
chr1	9651600	9652602	Repressing	True	True	False	1	0
chr1	9687100	9688103	Activating	True	True	True	1	1
chr1	9689002	9689899	Repressing	True	True	False	1	0
chr1	9717118	9718274	Activating	True	True	True	1	1
chr1	9718699	9719552	Activating	True	True	True	1	1
chr1	9724717	9725364	Repressing	True	True	False	1	0
chr1	9731138	9731612	Activating	False	False	True	0	1
chr1	9737169	9737379	Activating	True	True	False	1	0
chr1	9767994	9768563	Repressing	True	True	False	1	0
chr1	9793259	9794224	Repressing	True	True	False	1	0
chr1	9822873	9824744	Repressing	True	True	False	1	0
chr1	9835254	9835619	Repressing	True	True	False	1	0
chr1	9942790	9944021	Activating	True	True	True	1	1
chr1	10032477	10033854	Activating	True	True	True	1	1
chr1	10064489	10064763	Repressing	True	True	False	1	0
chr1	10112907	10113583	Activating	False	False	True	0	1
chr1	10183990	10184346	Repressing	True	True	False	1	0
chr1	10312020	10312572	Repressing	True	True	False	1	0
chr1	10339726	10340131	Activating	True	True	False	1	0
chr1	10374178	10375176	Activating	True	True	True	1	1
chr1	10387854	10388391	Activating	True	True	False	1	0
chr1	10403669	10404314	Activating	False	False	True	0	1
chr1	10414818	10415843	Activating	True	True	True	1	1
chr1	10425714	10426499	Activating	False	False	True	0	1
chr1	10428130	10428347	Repressing	True	True	False	1	0
chr1	10430152	10430731	Activating	False	False	True	0	1
chr1	10471823	10472870	Activating	True	True	True	1	1
chr1	10474643	10475809	Activating	True	True	True	1	1
chr1	10510592	10511887	Activating	True	True	True	1	1
chr1	10555595	10556911	Activating	True	True	True	1	1
chr1	10567762	10568218	Activating	False	False	True	0	1
chr1	10630025	10630492	Repressing	True	True	False	1	0
chr1	10634071	10635318	Repressing	True	True	False	1	0
chr1	10639697	10640084	Activating	False	False	True	0	1
chr1	10648987	10649215	Repressing	True	True	False	1	0
chr1	10656546	10656796	Repressing	True	True	False	1	0
chr1	10669065	10669328	Repressing	True	True	False	1	0
chr1	10679605	10680101	Repressing	True	True	False	1	0
chr1	10693690	10695311	Repressing	True	True	False	1	0
chr1	10696889	10697414	Activating	False	False	True	0	1
chr1	10739119	10739509	Repressing	True	True	False	1	0
chr1	10747703	10747975	Repressing	True	True	False	1	0
chr1	10788579	10789203	Repressing	True	True	False	1	0
chr1	10793874	10794174	Repressing	True	True	False	1	0
chr1	10796349	10796989	Repressing	True	True	False	1	0
chr1	10880135	10880595	Repressing	True	True	False	1	0
chr1	10899894	10900988	Activating	True	True	True	1	1
chr1	10941295	10941474	Repressing	True	True	False	1	0
chr1	10965544	10965989	Activating	True	True	False	1	0
chr1	11011770	11013411	Activating	True	True	True	1	1
chr1	11032031	11032561	Repressing	True	True	False	1	0
chr1	11044835	11046117	Repressing	True	True	False	1	0
chr1	11052630	11054491	Repressing	True	True	False	1	0
chr1	11059500	11060738	Activating	True	True	True	1	1
chr1	11099134	11100227	Activating	True	True	True	1	1
chr1	11176163	11176552	Activating	False	False	True	0	1
chr1	11261991	11262999	Activating	True	True	True	1	1
chr1	11272641	11274168	Activating	True	True	True	1	1
chr1	11309303	11309710	Activating	True	True	False	1	0
chr1	11383904	11384658	Activating	True	True	True	1	1
chr1	11407628	11407998	Activating	True	True	True	1	1
chr1	11447995	11449544	Activating	True	True	True	1	1
chr1	11480137	11480391	Repressing	True	True	False	1	0
chr1	11572073	11572827	Repressing	True	True	False	1	0
chr1	11579922	11580659	Activating	True	True	True	1	1
chr1	11609032	11609737	Activating	False	False	True	0	1
chr1	11625694	11626099	Repressing	True	True	False	1	0
chr1	11654108	11655176	Repressing	True	True	False	1	0
chr1	11680357	11681942	Activating	True	True	True	1	1
chr1	11693737	11694405	Repressing	True	True	False	1	0
chr1	11719290	11720316	Activating	True	True	True	1	1
chr1	11748983	11749666	Repressing	True	True	False	1	0
chr1	11761701	11763097	Repressing	True	True	False	1	0
chr1	11764130	11764680	Repressing	True	True	False	1	0
chr1	11784724	11785654	Repressing	True	True	False	1	0
chr1	11786129	11786760	Repressing	True	True	False	1	0
chr1	11796288	11796772	Activating	True	True	False	1	0
chr1	11797556	11798250	Activating	True	True	True	1	1
chr1	11804819	11805104	Repressing	True	True	False	1	0
chr1	11805410	11806534	Activating	True	True	True	1	1
chr1	11841968	11842981	Activating	True	True	True	1	1
chr1	11869606	11870089	Repressing	True	True	False	1	0
chr1	11875108	11875462	Activating	True	True	False	1	0
chr1	11898904	11899381	Repressing	True	True	False	1	0
chr1	11901474	11901796	Repressing	True	True	False	1	0
chr1	11907728	11907978	Activating	True	True	False	1	0
chr1	11926296	11926694	Activating	False	False	True	0	1
chr1	11949134	11949456	Activating	True	True	False	1	0
chr1	11966770	11967588	Repressing	True	True	False	1	0
chr1	11979625	11980912	Activating	True	True	True	1	1
chr1	12014109	12014493	Activating	True	True	False	1	0
chr1	12079230	12079898	Repressing	True	True	False	1	0
