chrom	start	end	REST	ENCODE_CTCF	GRCh38_CTCF	K562_CTCF
chr1	2867919	2868787	False	True	True	False
chr1	2876641	2877228	False	False	False	False
chr1	2979130	2980049	False	False	False	False
chr1	3065984	3066651	True	True	True	False
chr1	3172379	3173133	False	False	True	True
chr1	3175030	3175552	False	False	True	False
chr1	3414065	3415106	False	False	True	False
chr1	3442368	3442820	False	False	False	False
chr1	3452999	3453737	True	True	True	True
chr1	3453839	3455152	True	True	True	True
chr1	3477427	3478612	False	True	False	False
chr1	3491090	3492028	True	True	True	True
chr1	3497570	3497816	False	False	False	False
chr1	3500184	3500572	False	False	False	False
chr1	3501969	3502425	True	False	False	False
chr1	3530965	3532058	True	False	True	True
chr1	3567048	3567890	False	False	False	False
chr1	3573365	3573738	False	False	False	False
chr1	3580060	3580223	False	False	False	False
chr1	3598752	3599130	False	False	False	False
chr1	3611435	3611970	False	False	True	False
chr1	3668698	3669425	False	False	True	False
chr1	3676377	3677349	False	False	True	False
chr1	3687536	3687809	False	False	False	False
chr1	3717764	3718700	True	False	False	False
chr1	3724297	3724716	True	True	True	True
chr1	3727177	3728120	True	True	True	True
chr1	3730152	3730497	False	False	False	False
chr1	3772015	3773491	False	True	True	True
chr1	3793508	3794207	False	False	False	False
chr1	3810858	3811823	False	True	False	False
chr1	3857002	3857528	True	True	True	True
chr1	3906205	3906410	False	False	False	False
chr1	3910711	3911625	True	True	True	True
chr1	4052740	4053329	False	False	False	False
chr1	4161292	4162048	False	False	False	False
chr1	4390960	4391748	False	False	False	False
chr1	4594268	4594836	False	False	True	False
chr1	4652686	4653198	True	True	True	True
chr1	4691991	4692337	False	False	False	False
chr1	4758526	4758927	False	False	False	False
chr1	5459498	5459860	False	False	False	False
chr1	5650377	5651262	False	False	True	False
chr1	5828319	5828667	False	False	False	False
chr1	5846795	5847782	True	False	False	False
chr1	5858888	5859208	False	True	True	False
chr1	6052312	6053233	True	True	True	True
chr1	6080669	6080936	False	True	True	False
chr1	6099810	6100211	False	True	True	False
chr1	6108896	6109534	True	True	True	True
chr1	6161510	6162097	True	False	True	False
chr1	6162800	6163053	False	False	True	False
chr1	6209236	6209890	True	True	True	True
chr1	6245076	6246236	True	True	True	True
chr1	6259720	6261992	True	False	True	True
chr1	6343152	6343919	True	True	True	True
chr1	6359229	6360363	True	False	True	False
chr1	6377944	6378800	True	True	True	True
chr1	6423502	6423971	True	True	True	True
chr1	6424058	6424405	False	False	True	False
chr1	6438081	6438505	True	True	True	True
chr1	6440003	6441075	True	True	True	True
chr1	6445172	6445426	True	True	True	True
chr1	6447811	6448050	False	False	True	False
chr1	6448215	6448371	False	False	True	False
chr1	6456872	6457538	False	False	False	False
chr1	6464443	6464831	False	True	True	True
chr1	6471281	6472052	False	False	True	True
chr1	6474808	6475119	False	False	True	False
chr1	6475231	6475836	True	True	True	True
chr1	6480913	6481096	False	True	False	False
chr1	6497202	6497904	False	False	True	False
chr1	6508679	6509416	False	False	False	False
chr1	6572718	6573019	False	False	False	False
chr1	6634065	6635457	True	True	True	True
chr1	6719849	6720478	True	True	True	True
chr1	6917168	6917346	False	False	True	False
chr1	7224809	7225048	False	True	True	True
chr1	7456597	7457045	False	False	True	False
chr1	7572742	7573076	False	False	False	False
chr1	7616406	7616824	True	False	True	False
chr1	7641054	7641957	False	False	False	False
chr1	7646924	7647710	True	True	True	True
chr1	7669349	7670101	True	True	True	True
chr1	7703967	7705146	False	False	True	True
chr1	7783419	7784423	True	False	True	False
chr1	7864203	7864545	True	False	False	False
chr1	7885324	7886254	False	False	False	False
chr1	7981443	7982764	True	True	True	True
chr1	8016626	8016910	True	True	True	True
chr1	8314183	8314984	True	True	True	True
chr1	8315889	8316105	False	True	True	False
chr1	8329447	8330957	False	False	False	False
chr1	8443618	8444153	False	True	True	False
chr1	8555023	8555365	False	False	False	False
chr1	8592220	8592575	False	False	False	False
chr1	8665897	8666237	False	False	False	False
chr1	8829467	8830116	False	False	False	False
chr1	8897715	8898251	False	False	False	False
chr1	8962388	8963373	False	True	True	True
chr1	8983661	8983861	False	False	True	False
chr1	9110621	9111444	True	True	True	True
chr1	9128710	9129939	False	True	True	True
chr1	9249392	9250668	True	True	True	True
chr1	9273420	9273626	False	True	False	False
chr1	9281685	9282268	False	False	True	False
chr1	9400447	9401256	False	False	True	False
chr1	9626587	9627560	True	True	True	True
chr1	9651600	9652602	False	False	True	True
chr1	9689002	9689899	False	False	True	False
chr1	9724717	9725364	True	True	True	True
chr1	9731138	9731612	False	False	False	False
chr1	9767994	9768563	False	False	False	False
chr1	9793259	9794224	False	False	False	False
chr1	9822873	9824744	True	True	True	False
chr1	9835254	9835619	False	False	False	False
chr1	10064489	10064763	False	False	False	False
chr1	10183990	10184346	False	False	False	False
chr1	10312020	10312572	False	False	False	False
chr1	10428130	10428347	True	True	True	True
chr1	10430152	10430731	True	True	True	True
chr1	10630025	10630492	False	True	True	False
chr1	10634071	10635318	False	False	True	False
chr1	10639697	10640084	False	False	True	False
chr1	10648987	10649215	True	False	True	False
chr1	10656546	10656796	False	False	True	False
chr1	10669065	10669328	False	False	False	False
chr1	10679605	10680101	False	False	True	True
chr1	10693690	10695311	False	False	True	False
chr1	10739119	10739509	False	False	False	False
chr1	10747703	10747975	False	False	False	False
chr1	10788579	10789203	True	True	True	False
chr1	10793874	10794174	False	False	True	False
chr1	10796349	10796989	False	False	True	False
chr1	10880135	10880595	False	False	False	False
chr1	10941295	10941474	False	False	False	False
chr1	11032031	11032561	False	False	False	False
chr1	11044835	11046117	False	False	False	False
chr1	11052630	11054491	True	True	True	True
chr1	11480137	11480391	True	False	True	False
chr1	11572073	11572827	False	True	True	True
chr1	11625694	11626099	False	False	False	False
chr1	11654108	11655176	False	False	True	False
chr1	11693737	11694405	False	False	False	False
chr1	11748983	11749666	True	True	True	True
chr1	11761701	11763097	True	False	True	True
chr1	11764130	11764680	False	False	False	False
chr1	11784724	11785654	True	True	True	True
chr1	11786129	11786760	False	False	True	False
chr1	11804819	11805104	False	False	True	False
chr1	11869606	11870089	False	False	False	False
chr1	11898904	11899381	True	False	True	True
chr1	11901474	11901796	True	False	False	False
chr1	11966770	11967588	True	True	True	True
chr1	12079230	12079898	True	True	True	True
chr1	12118617	12119078	True	True	True	True
chr1	12124460	12126424	True	True	True	True
chr1	12609489	12610005	False	False	False	False
chr1	12719019	12719371	False	False	False	False
chr1	13228168	13228902	False	True	True	True
chr1	14334344	14335514	False	False	True	False
chr1	14522902	14523178	False	False	True	False
chr1	14767141	14767466	False	False	False	False
chr1	14804330	14805122	True	True	True	True
chr1	14867326	14867494	True	False	False	False
chr1	14923698	14925307	True	True	True	True
chr1	15099826	15100871	True	True	True	True
chr1	15247038	15247599	False	False	True	False
chr1	15286539	15286747	False	False	False	False
chr1	15594986	15595598	True	True	True	True
chr1	15603297	15603976	True	False	True	False
chr1	15741243	15742034	True	True	True	True
chr1	15749370	15749647	False	False	True	False
chr1	15785057	15785440	False	False	False	False
chr1	15799941	15800864	False	False	True	False
chr1	15803421	15803841	True	True	True	True
chr1	15951322	15951932	True	True	True	True
chr1	15994239	15994909	True	True	True	True
chr1	16026356	16027474	False	False	True	False
chr1	16042169	16042412	False	True	False	False
chr1	16073091	16074165	False	True	True	True
chr1	16076033	16076476	False	False	True	False
chr1	16113045	16113492	False	False	True	False
chr1	16120294	16120759	False	False	True	False
chr1	16129419	16129639	False	False	False	False
chr1	16151194	16151900	False	True	True	True
chr1	16167431	16168178	False	False	True	True
chr1	16175581	16176187	False	False	True	False
chr1	16205077	16205290	True	True	True	True
chr1	16217008	16217901	False	False	True	False
chr1	16244060	16244726	True	True	True	True
chr1	16461578	16463091	False	False	False	False
chr1	16475633	16477221	False	False	False	False
chr1	16483385	16484679	False	False	False	False
chr1	16491411	16491618	False	False	False	False
chr1	16498714	16500194	True	True	True	True
chr1	16513266	16514665	True	False	True	False
chr1	16601389	16601850	False	False	False	False
chr1	16612609	16614054	False	True	True	True
chr1	16620798	16621518	False	True	True	True
chr1	16626731	16627232	False	False	False	False
chr1	16630159	16630564	False	False	True	False
chr1	16630699	16631202	False	False	False	False
chr1	16631315	16631589	False	False	False	False
chr1	16638554	16638842	False	False	False	False
chr1	16639160	16639660	False	False	True	False
chr1	16644017	16645673	False	True	True	True
chr1	16656473	16657988	False	False	True	False
chr1	16696477	16696950	False	False	True	True
chr1	16700195	16700465	False	False	False	False
chr1	16703189	16703619	False	False	False	False
chr1	16707236	16708437	False	False	True	False
chr1	16709641	16710097	False	False	True	False
chr1	16715231	16716376	True	False	False	False
chr1	16735412	16735925	False	False	False	False
chr1	16748640	16749113	False	False	False	False
chr1	16757276	16758094	False	False	False	False
chr1	16871103	16871565	False	False	False	False
chr1	16904599	16905103	False	False	True	False
chr1	16915600	16915802	False	True	True	True
chr1	16929473	16929898	False	False	True	False
chr1	16938798	16939887	False	False	True	False
chr1	16945389	16946135	False	False	False	False
chr1	16969240	16969564	False	False	False	False
chr1	16971314	16972307	False	True	True	True
chr1	16986864	16987445	False	True	True	True
chr1	17004978	17005275	False	True	True	False
chr1	17047498	17048240	False	False	False	False
chr1	17120054	17120434	False	False	True	True
chr1	17149848	17150050	False	False	False	False
chr1	17265307	17265723	False	False	True	False
chr1	17335961	17336394	True	True	True	True
chr1	17339222	17339453	False	True	False	False
chr1	17370671	17371040	False	True	True	True
chr1	17425764	17426687	False	False	False	False
chr1	17462617	17462968	False	False	True	False
chr1	17475776	17476244	False	False	False	False
chr1	17538047	17538814	False	False	True	False
chr1	17574607	17574824	False	True	True	False
chr1	17588096	17588786	False	False	True	False
chr1	17629491	17630239	False	True	True	False
chr1	17671706	17672157	False	False	True	False
chr1	17919525	17919682	True	False	True	False
chr1	17919916	17920186	True	True	True	True
chr1	18149079	18149579	False	False	True	False
chr1	18444027	18444258	False	False	False	False
chr1	18684240	18684604	False	False	False	False
chr1	18716907	18717476	False	False	False	False
chr1	18728011	18728212	False	False	True	False
chr1	18743307	18743585	False	True	True	True
chr1	18820489	18821445	True	True	True	True
chr1	18918475	18918686	False	False	False	False
chr1	18955829	18957540	False	True	True	True
chr1	19027963	19028359	False	False	False	False
chr1	19069023	19069344	False	False	False	False
chr1	19511800	19512106	False	False	False	False
chr1	19562895	19563190	False	False	False	False
chr1	19580862	19581144	False	False	False	False
chr1	19643943	19645002	False	False	True	True
chr1	19664711	19665175	False	False	True	False
chr1	19676299	19676884	True	False	False	False
chr1	19694381	19694657	False	False	False	False
chr1	19799587	19800587	False	True	True	True
chr1	20100754	20101469	True	True	True	True
chr1	20178857	20179259	False	False	False	False
chr1	20328241	20328522	False	False	False	False
chr1	20367012	20367553	False	True	True	False
chr1	20376789	20377365	True	True	True	True
chr1	20575099	20576105	True	True	True	True
chr1	20618416	20619271	False	False	True	False
chr1	20620022	20620436	False	False	False	False
chr1	20640005	20640535	True	True	True	True
chr1	20641911	20642296	False	False	True	False
chr1	20671786	20672927	False	False	False	False
chr1	20702126	20702894	True	True	True	True
chr1	20717456	20718387	False	False	True	False
chr1	20722469	20722706	False	False	False	False
chr1	20727701	20728286	False	True	True	True
chr1	20819835	20820988	False	False	False	False
chr1	21298923	21299222	False	False	False	False
chr1	21368310	21368967	True	True	True	True
chr1	21370571	21371046	True	True	True	True
chr1	21428013	21428377	False	False	False	False
chr1	21437124	21437328	False	False	False	False
chr1	21508738	21509702	True	True	True	True
chr1	21599184	21599466	False	False	False	False
chr1	21618529	21619923	False	False	True	True
chr1	21622456	21622785	False	False	True	False
chr1	21647897	21648417	True	False	True	False
chr1	21651184	21652321	True	False	True	True
chr1	21659012	21660054	True	True	True	True
chr1	21759229	21759409	False	False	False	False
chr1	21822102	21822867	False	False	False	False
chr1	21840977	21841559	False	True	False	False
chr1	21855212	21855611	False	False	False	False
chr1	21875055	21876206	False	True	True	False
chr1	21886384	21887716	False	False	False	False
chr1	21920202	21921842	False	False	True	False
chr1	21933572	21934277	True	False	True	True
chr1	21935815	21937984	True	False	True	True
chr1	21974448	21975148	False	False	True	False
chr1	21980420	21981243	False	False	True	False
chr1	21999588	22000080	False	False	True	False
chr1	22052328	22052714	False	False	True	False
chr1	22131782	22132518	True	True	True	True
chr1	22142095	22143569	False	False	True	True
chr1	22216055	22216770	True	False	False	False
chr1	22272471	22272806	False	False	False	False
chr1	22275709	22276520	True	True	True	True
chr1	22285453	22286058	True	False	True	False
chr1	22317156	22317965	True	True	True	True
chr1	22331571	22332329	False	False	False	False
chr1	22556420	22557461	False	False	False	False
chr1	22593248	22593481	False	False	False	False
chr1	22600382	22601174	False	False	False	False
chr1	22607211	22607418	True	False	False	False
chr1	22626319	22626791	False	False	False	False
chr1	22641726	22642498	True	True	True	True
chr1	22709673	22711285	False	False	True	False
chr1	22839688	22839966	False	False	False	False
chr1	22883489	22883762	False	False	False	False
chr1	23027403	23027772	False	False	False	False
chr1	23140588	23141947	False	False	False	False
chr1	23157047	23157549	False	False	False	False
chr1	23169660	23170271	True	False	True	False
chr1	23299800	23300289	False	False	False	False
chr1	23426930	23427107	False	True	True	False
chr1	23436423	23437249	False	False	False	False
chr1	23451506	23452595	False	False	True	False
chr1	23504985	23507037	False	False	True	False
chr1	23530463	23531752	False	True	True	True
chr1	23591194	23591869	False	False	True	False
chr1	23619369	23620076	True	False	True	False
chr1	23634836	23635767	True	True	True	True
chr1	23685048	23685801	False	False	False	False
chr1	23718392	23718843	False	True	True	True
chr1	23772169	23772631	True	True	True	True
chr1	23810645	23811234	True	True	True	True
chr1	23929663	23930559	False	False	True	False
chr1	24096526	24096778	False	False	True	False
chr1	24278830	24279088	False	False	False	False
chr1	24343794	24344767	False	False	True	False
chr1	24555786	24556268	False	False	True	False
chr1	24572021	24572694	False	False	False	False
chr1	24675545	24676212	False	False	True	False
chr1	24734984	24736675	False	False	True	False
chr1	24764439	24764697	False	False	True	False
chr1	24876205	24876667	True	False	False	False
chr1	24932278	24932729	True	True	True	True
chr1	25065881	25066277	False	False	True	False
chr1	25183616	25184240	False	False	False	False
chr1	25294914	25295790	False	False	False	False
chr1	25397292	25398038	True	False	True	False
chr1	25444590	25445525	False	False	False	False
chr1	25501597	25502064	False	True	True	True
chr1	25523583	25524041	True	True	True	True
chr1	25543222	25544278	True	False	True	True
chr1	25573651	25573813	False	False	True	False
chr1	25586041	25586646	False	False	False	False
chr1	25615942	25617158	True	True	True	True
chr1	25730675	25731039	True	False	False	False
chr1	25799729	25800896	False	False	True	True
chr1	25927614	25927924	False	False	True	False
chr1	25957737	25957960	False	False	True	False
chr1	26009780	26010074	False	True	True	True
chr1	26028377	26028838	False	False	True	False
chr1	26045090	26046059	False	False	True	False
chr1	26081194	26082268	False	False	True	False
chr1	26104287	26105462	True	True	True	True
chr1	26161103	26162366	True	True	True	True
chr1	26189235	26189697	False	False	True	True
chr1	26189827	26190923	True	True	True	True
chr1	26225322	26225584	False	False	True	False
chr1	26276165	26276723	False	False	True	False
chr1	26285900	26286161	True	True	True	True
chr1	26353896	26354576	False	False	True	False
chr1	26368107	26368343	True	True	False	False
chr1	26391497	26391967	True	True	True	True
chr1	26409152	26409686	True	False	True	False
chr1	26490424	26490618	False	False	False	False
chr1	26500769	26501317	True	False	True	False
chr1	26529230	26530862	True	False	True	True
chr1	26538065	26538293	False	True	True	True
chr1	26704052	26704882	False	False	True	False
chr1	26829277	26829524	False	False	True	False
chr1	26862868	26863240	True	True	True	True
chr1	26864239	26864455	False	False	True	False
chr1	26937970	26938885	False	False	True	False
chr1	27058625	27059609	False	False	False	False
chr1	27102569	27103166	True	True	True	True
chr1	27109432	27109864	False	False	True	True
chr1	27135981	27136487	False	True	True	True
chr1	27348971	27350059	False	False	True	True
chr1	27360026	27360728	False	False	True	False
chr1	27382751	27383561	False	False	True	True
chr1	27395388	27395907	True	True	True	True
chr1	27448869	27449349	False	False	False	False
chr1	27459017	27459443	False	False	False	False
chr1	27528779	27529626	True	False	True	False
chr1	27556590	27558163	True	True	True	True
chr1	27561966	27562798	False	False	True	False
chr1	27575821	27576181	False	False	True	True
chr1	27590970	27591489	False	False	False	False
chr1	27616543	27616752	True	True	True	True
chr1	27669195	27669651	True	True	True	True
chr1	27772988	27773646	True	False	True	False
chr1	27857782	27858728	True	True	True	True
chr1	27878912	27879779	False	False	False	False
chr1	27934762	27935955	False	True	True	False
chr1	28222703	28223395	False	False	False	False
chr1	28339766	28340469	False	False	False	False
chr1	28375372	28376758	False	False	True	False
chr1	28400588	28401120	False	False	False	False
chr1	28479492	28479929	False	False	True	False
chr1	28510101	28512489	False	False	True	False
chr1	28811857	28812409	False	False	False	False
chr1	28815165	28816041	False	False	True	False
chr1	28830785	28831273	False	False	True	False
chr1	28855424	28855644	False	False	False	False
chr1	28877021	28877504	True	True	True	True
chr1	28893411	28894027	True	True	True	True
chr1	29025765	29026277	False	False	False	False
chr1	29124230	29125456	False	True	True	True
chr1	29144194	29144477	False	False	False	False
chr1	29156757	29157274	True	True	False	False
chr1	29282790	29283749	False	False	True	False
chr1	29297444	29297800	False	False	False	False
chr1	29303226	29303697	False	False	False	False
chr1	29306434	29307620	False	False	False	False
chr1	29312972	29313404	True	True	True	True
chr1	29324664	29325487	False	False	True	False
chr1	29364282	29364631	False	False	False	False
chr1	29369384	29370165	False	False	True	False
chr1	29415288	29415747	True	True	True	True
chr1	29453456	29453993	True	True	True	True
chr1	29575092	29575413	False	False	True	False
chr1	29736673	29736905	True	False	False	False
chr1	29810028	29810517	False	False	False	False
chr1	30052106	30052496	True	True	True	False
chr1	30085508	30086578	True	True	True	True
chr1	30275050	30275265	False	False	True	False
chr1	30283256	30283646	False	False	False	False
chr1	30286174	30286699	False	False	False	False
chr1	30303810	30304188	False	False	False	False
chr1	30322967	30323190	False	True	True	False
chr1	30513816	30514048	False	False	False	False
chr1	30636451	30636703	False	False	False	False
chr1	30657710	30657992	False	False	False	False
chr1	30707227	30707862	False	False	True	True
chr1	30731550	30732426	False	False	True	False
chr1	30801413	30802235	True	True	True	True
chr1	30853475	30853940	False	False	True	False
chr1	30858931	30859321	True	False	True	False
chr1	30882022	30882228	False	False	False	False
chr1	30908414	30909457	False	False	True	False
chr1	31062901	31063215	False	False	True	False
chr1	31111248	31111722	False	False	True	False
chr1	31123761	31124363	False	False	False	False
chr1	31144078	31144799	False	False	False	False
chr1	31199733	31200564	False	False	False	False
chr1	31218733	31219013	False	False	False	False
chr1	31238555	31240111	False	False	True	False
chr1	31256217	31256592	False	False	False	False
chr1	31283869	31284554	False	False	False	False
chr1	31368438	31368817	True	False	False	False
chr1	31421497	31421852	True	True	True	True
chr1	31434164	31435861	False	False	True	False
chr1	31517143	31517627	False	True	False	False
chr1	31563922	31564744	True	True	True	True
chr1	31587817	31588044	False	True	True	False
chr1	31617942	31618612	True	True	True	True
chr1	31619379	31619669	False	False	True	False
chr1	31663870	31665108	True	True	True	True
chr1	31679915	31680167	False	True	False	False
chr1	31683813	31684504	False	True	True	True
chr1	31690930	31691131	False	False	False	False
chr1	31692573	31692878	False	False	False	False
chr1	31694086	31694539	False	False	False	False
chr1	31715010	31716345	False	True	True	True
chr1	31756157	31756852	False	False	False	False
chr1	31762696	31763095	True	True	True	True
chr1	31763740	31765484	True	True	True	True
chr1	31780732	31782287	False	False	False	False
chr1	31848263	31849629	False	False	False	False
chr1	31857243	31857473	False	False	False	False
chr1	31904444	31906422	False	False	True	False
chr1	32025303	32025911	False	False	False	False
chr1	32072755	32073201	True	False	True	True
chr1	32104272	32104869	False	True	True	True
chr1	32129014	32129266	False	False	False	False
chr1	32231701	32232881	False	False	False	False
chr1	32253677	32254282	False	False	False	False
chr1	32276226	32276902	False	False	False	False
chr1	32336302	32336649	False	False	True	True
chr1	32351000	32351840	True	True	True	True
chr1	32357881	32358538	False	False	True	False
chr1	32361406	32362729	False	False	True	False
chr1	32551255	32551655	False	False	False	False
chr1	32623832	32624046	False	False	True	False
chr1	32729341	32729547	False	True	True	True
chr1	32741410	32742799	True	True	True	True
chr1	32772602	32774787	True	True	True	True
chr1	32798937	32800740	False	False	False	False
chr1	32870247	32871921	False	False	True	True
chr1	32878564	32878991	False	False	False	False
chr1	32886191	32887055	True	True	True	True
chr1	32892741	32893850	True	True	True	True
chr1	33092993	33093463	False	False	True	True
chr1	33120527	33121049	False	False	True	False
chr1	33135523	33135845	False	False	False	False
chr1	33137739	33138118	True	True	True	True
chr1	33140143	33141079	True	True	True	False
chr1	33165237	33165796	False	False	False	False
chr1	33180556	33182272	True	True	True	True
chr1	33256284	33257181	False	False	True	False
chr1	33263867	33264112	False	False	False	False
chr1	33280499	33280740	False	False	False	False
chr1	33295371	33295823	True	True	True	True
chr1	33339499	33339719	False	False	True	False
chr1	33367621	33368461	True	True	True	True
chr1	33430407	33431493	True	True	True	True
chr1	33519179	33520309	False	False	False	False
chr1	34014061	34014481	True	True	True	True
chr1	34571500	34572091	False	False	False	False
chr1	34786311	34786924	True	True	True	True
chr1	34924717	34925310	True	False	False	False
chr1	35122425	35123384	False	False	False	False
chr1	35507571	35507907	False	False	False	False
chr1	35564534	35565145	True	True	True	True
chr1	35568647	35569255	True	True	True	True
chr1	35588249	35589672	False	False	False	False
chr1	35660890	35661340	True	False	False	False
chr1	35707180	35708476	False	False	True	False
chr1	35718819	35719406	True	False	True	False
chr1	35876735	35877295	True	False	False	False
chr1	35893945	35894730	True	False	True	False
chr1	36097071	36097386	False	True	True	True
chr1	36099454	36100324	True	True	True	True
chr1	36106283	36106706	False	False	False	False
chr1	36108867	36109550	False	False	False	False
chr1	36127834	36128588	False	False	True	True
chr1	36178638	36179287	False	False	True	False
chr1	36199868	36200761	False	False	True	False
chr1	36236106	36236922	False	False	True	False
chr1	36323175	36324224	False	False	True	False
chr1	36339819	36340590	False	False	True	False
chr1	36426250	36426698	False	False	False	False
chr1	36453760	36455683	False	False	False	False
chr1	36481631	36483007	False	False	True	False
chr1	36513675	36514402	False	False	True	False
chr1	36553674	36554649	True	True	True	True
chr1	36612967	36613240	False	True	True	False
chr1	36752858	36753495	False	False	False	False
chr1	36846455	36846881	False	False	True	False
chr1	36859831	36860261	False	True	True	True
chr1	36913614	36913794	False	False	True	False
chr1	36924210	36924911	True	False	False	False
chr1	36966154	36966570	True	False	False	False
chr1	37028987	37029663	True	True	True	False
chr1	37434154	37434966	True	True	True	True
chr1	37448193	37448616	False	False	True	False
chr1	37634572	37634970	False	False	True	False
chr1	37700938	37701466	False	False	False	False
chr1	37764197	37764760	True	False	False	False
chr1	37954181	37955158	False	True	True	True
chr1	37955279	37956168	False	False	False	False
chr1	38004017	38005924	False	True	True	True
chr1	38028327	38029372	False	True	True	True
chr1	38040197	38040991	True	True	True	True
chr1	38046396	38047761	True	False	True	True
chr1	38088256	38088826	True	True	True	True
chr1	38103317	38103696	False	False	False	False
chr1	38131923	38132161	False	False	False	False
chr1	38254498	38254818	False	False	False	False
chr1	38298836	38299373	False	False	False	False
chr1	38680910	38681196	True	False	False	False
chr1	38807237	38807959	False	False	False	False
chr1	38943666	38944037	False	False	False	False
chr1	38990986	38991530	True	False	True	True
chr1	39080914	39082055	False	False	True	True
chr1	39475550	39476033	False	False	False	False
chr1	39490751	39491998	False	False	True	True
chr1	39538906	39539566	True	True	True	True
chr1	39564228	39564907	False	False	True	False
chr1	39610173	39610585	False	False	True	False
chr1	39616594	39616966	True	False	False	False
chr1	39788433	39789695	False	False	True	True
chr1	39866605	39867111	False	False	True	False
